,STDEV1,AVG1,MDN1,STDEV2,AVG2,MDN2,EMOSI
0,0.28929156757596675,0.2076290187904863,0.055832324742038336,4.109132852870358,8.807916123333523,11.992097899177889,1
1,0.2507910307068716,0.4130516709539706,0.43224444126591843,40.23791333260794,69.24951178816048,101.720073948977,1
2,0.25380708725146706,0.33838675671075913,0.24857727938968532,22.30748227271051,31.580710815775312,19.017515794024973,1
3,0.2633835459271216,0.4079211141891613,0.42135180042429077,20.572141055795075,32.81847253298385,26.808508570386554,1
4,0.2265275219042341,0.4558743827474302,0.4427726913190056,31.29864346291077,73.2414365672923,75.99986950228589,1
5,0.27703333658019325,0.22147580251197085,0.10350087190827462,2.495377459174478,8.942901114469747,8.350341988658375,1
6,0.29297965299139755,0.41011273215175165,0.4082796107167739,19.37034950766728,28.74916990300661,26.77620114921006,1
7,0.2857851033425682,0.4208463870079753,0.40185781185120784,0.6556388298205914,11.603344113894785,11.88327974613989,1
8,0.3049584570956382,0.3019443673502535,0.08608490952260109,6.631173972030578,19.24965727696478,19.88177063522459,1
9,0.30855295333462973,0.31812154818255545,0.16828504339036388,0.9330580391024823,1.5113683481524551,1.4913666264820578,1
10,0.24038585129991535,0.45013884446485297,0.46410506229681825,1.0092393802091602,1.3990880738591718,1.11638668044703,2
11,0.3133654948351233,0.29379907044699616,0.19929555022358336,0.3677960525792881,0.7434289651792992,0.9064654582442795,2
12,0.344646181253379,0.48726872164704904,0.612510132327948,1.1089682909651153,4.049045639443662,4.553165172591404,2
13,0.2920984250096984,0.33014863291046553,0.2720626129457915,0.029332688064878747,4.8469625289947995,4.857612592535366,2
14,0.2442166853429996,0.3191806037741781,0.24521121616218702,0.010636638180767493,3.1301548327557924,3.1331943814628174,2
15,0.2522222243853981,0.43429097268569755,0.3702686849951897,12.360808030589718,64.85304828233419,71.01456031798072,2
16,0.3281206506627108,0.3933270469215533,0.22407328937946772,0.1476689391600845,25.25032679804314,25.150700753214135,2
17,0.33760077972268293,0.4331986889402685,0.3538038135445165,0.2986725078299802,0.6403463454823011,0.776916741721632,2
18,0.3219848560949962,0.2600121222075696,0.0684569260574227,7.805683270242516,8.480212720250448,3.322946731350587,2
19,0.2473116943446894,0.33984946027079294,0.324122636335971,22.651708688076447,31.250861396732457,22.794602152993612,2
20,0.3361108229457305,0.43119989037634204,0.348762629335294,0.051084181213777266,0.6370763375389762,0.6354258250965082,3
21,0.2628502552827924,0.3954662980460586,0.4141387878171365,0.9836543477360884,2.3295972228016715,1.8638486112301047,3
22,0.264108760826154,0.3473177294850815,0.298758385377516,4.341442186144409,8.790765913261003,7.849815595682037,3
23,0.27621487711943526,0.4240933439686601,0.40640744653736527,0.35021084021072074,6.163264339901223,6.1606056362972215,3
24,0.2688859853941185,0.3061205632340016,0.245304857932931,5.015172303357541,8.412435994702376,6.748329108126265,3
25,0.24065436609320448,0.1607723545254023,0.05106871479638174,0.6128979345193842,1.3904377507234087,1.3132329325360845,3
26,0.28859536190153606,0.29877683342033035,0.20916258375675112,8.281813851964689,15.138981260314434,12.752744830981975,3
27,0.3187704653607796,0.4867463837788644,0.46028019306865653,2.4954842578129584,9.355801680578649,8.34272836782058,3
28,0.2909405780622502,0.5628045921706615,0.5655706975972483,9.995790415193788,18.8843085104252,15.461845272424432,3
29,0.2824868651222192,0.3469266525502219,0.26822061134398145,0.6149040068161205,6.317390904634476,6.285683765813623,3
30,0.2794686059243861,0.44003941012230124,0.3798756116065837,1.019113551693685,4.205707902842532,4.7783777484213505,4
31,0.374056005166431,0.30989840635804283,0.057522942323797635,0.27971677557847097,0.6279375818038058,0.5862543808053915,4
32,0.33538592719020627,0.23988580168398316,0.0335216866936784,0.4099574472894823,0.6116548257935523,0.3620942400747159,4
33,0.2745491996963037,0.23318271040263228,0.1257119766316886,4.954538139933563,15.78721767695855,13.87449093376416,4
34,0.3376444917916759,0.6564230177838256,0.8132515039315442,0.3237154638301145,1.1179543464593944,1.324136801242045,4
35,0.23967814190650133,0.11868337776771543,0.0493880041591513,0.19391525396284132,0.7114070944574157,0.6592050583838656,4
36,0.26401403101574517,0.5738765102903758,0.6272943631396694,0.5156753442237041,1.2957603378471725,1.617356665181897,4
37,0.18860092407653395,0.5218596003401182,0.5024161490365984,38.3759124178052,86.91961847994182,83.60833966437501,4
38,0.31366320619218996,0.2783603288892202,0.17831597510142877,0.43181846152982073,0.9665349122334259,0.940959042367382,4
39,0.3099952363068509,0.35429092556799513,0.3561054693343889,0.22410245023789196,0.3815282853971519,0.2911376749063031,4
